closetim;starttim;difftime;email;s_2;s_3;s_6;s_1;s_8;s_4;s_262;s_263;s_259;s_260;s_261;s_257;s_15;s_5;s_21_1;s_21_2;s_21_3;s_21_4;s_21_5;s_21_6;s_21_7;s_21_8;s_21_9;s_21_10;s_21_11;s_21_12;s_21_13;s_21_14;s_21_15;s_7;s_256;s_235;s_236;s_237;s_227;s_228;s_229;s_230;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_24_17;s_159;s_160;s_161;s_164;s_165;s_166;s_167;s_163;s_179;s_170;s_171;s_172;s_173;s_180;s_181;s_182;s_183;s_184;s_185;s_186;s_187;s_188;s_189;s_190;s_191;s_192;s_193;s_194;s_195;s_196;s_197;s_198;s_199;s_200;s_201;s_202;s_203;s_204;s_205;s_206;s_207;s_175;s_135;s_178;s_136;s_71;s_137;s_177;s_240;s_85;s_86;s_97;s_70;s_72;s_73;stato_1;stato_2;stato_3;stato_4;stato_5
;2020-05-12 19:38:37;;"";1;3;6;"";8;"";2;4;4;4;4;1;3;"";1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;"";4;4;3;2;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;4;3;3;4;2;2;2;2;4;4;2;3;4;4;4;2;4;2;4;2;4;2;3;2;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
;2020-05-12 18:08:35;;"";1;3;6;"";11;"";4;5;3;4;5;1;6;"";1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;"";4;4;5;3;;;;;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;5;4;4;4;4;3;3;5;4;4;5;3;5;4;4;3;5;4;4;4;5;5;3;3;4;3;5;4;3;5;4;3;4;4;5;4;3;4;5;2;4;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 18:08:12;2020-05-12 17:55:01;790,25;"";2;2;2;"";10;"Research";1;5;5;5;5;1;1;"";0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;"chillhop";5;4;3;3;;;;;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;3;2;4;2;4;3;4;2;3;2;3;3;2;3;4;3;4;4;2;4;2;2;5;2;3;2;1;5;1;5;1;5;1;5;1;5;1;5;2;5;3;"<p>I really like having the extra information that both interface however I much prefer the way it&#39;s presented in interface 3 with the colored bars.</p>";2;"<p>The song recommendation screen is ugly and doesn&#39;t fit with the rest of the application.</p>";"<p>I do like having the extra information about why I might want to listen to some of the&nbsp;recommended songs which would better help me select a song for the mood I&#39;m in.</p>";"";"<p>Yes I thought so.</p>";"<p>I think it&#39;s a great idea because the music I listen to is largely influenced by what mood I&#39;m in or what mood I&#39;m trying to reach so any additional information that can help me find a song that I&#39;m looking for is useful.</p>";5;5;3;"<p>A little bit I never realized what having more information would look like in the Spotify app but now that I&#39;ve seen it it&#39;s something that looks pretty useful.</p>";"";"";0;0;0;1;0
;2020-05-12 18:03:34;;"";1;3;6;"";8;"";3;2;4;4;4;1;6;"";1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;"";4;3;5;3;;;;;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 20:05:10;2020-05-12 19:48:30;1000,036;"";1;3;6;"";10;"Manufacturing";1;5;3;4;3;2;3;"";0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;"";;;;;3;4;4;3;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;3;5;1;4;1;3;3;4;1;4;1;3;5;3;4;1;4;1;3;3;4;1;5;1;4;3;4;3;5;1;4;1;3;1;4;1;4;1;4;2;4;1;"<p>I like that it&#39;s really simple and easy to use. The list doesn&#39;t have extra pop ups that I don&#39;t need and that&#39;s what I&#39;m looking for.</p>";3;"<p>I wasn&#39;t a fan of the bar graph on the reasoning why a song was suggested. When I want to know the answer I prefer to look at numbers like percentages as that&#39;s more accurate to me. I also don&#39;t like that the bars are placed on the page which takes up space and makes it longer for me to scroll down.</p>";"<p>I like that there&#39;s a wide variety to see when it comes to why people like the particular song and it&#39;s always a curious thing to do. What I don&#39;t like is how the reasons are placed, either they&#39;re a pop up or directly on the page. I also don&#39;t enjoy scrolling down for quite a while in order to access my shuffle suggestive song list.</p>";"";"<p>I&#39;d say they&#39;re pretty helpful because if I&#39;m looking for a song for my mood I want it to be accurately reflected by others before I choose the song.</p>";"<p>I think it would be useful when it comes to looking for songs. I&#39;m not always the best when it comes to searching for songs and enjoy having a recommendation based on what people have rated the song. This makes it easier for me to narrow down the song I&#39;d like to choose.</p>";4;5;3;"<p>I think it has because I can now see how useful it can be to narrow down songs I&#39;d like to hear without having to search everywhere.</p>";"";"";0;0;0;1;0
2020-05-12 20:00:15;2020-05-12 19:28:13;1921,407;"";1;2;6;"";4;"";4;3;5;2;4;1;1;"";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"";2;4;3;4;;;;;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;2;4;2;3;2;5;4;3;3;3;2;3;4;4;2;3;4;3;5;2;4;3;3;2;4;4;2;2;2;2;4;4;3;3;3;3;2;4;2;5;2;"<p>making some much more feature&nbsp; and good&nbsp;</p>";1;"<p>some kind of dislike ments low features</p>";"<p>making some kind of disliking like so many to play the music things</p>";"";"<p>its all making my own my thoughts and do it on my way of seeing the survey</p>";"<p>making to&nbsp;change the mood in more&nbsp;feeling and do it on good&nbsp;</p>";2;3;4;"<p>the play music list in order or shuffle type and the feature s help to do it on simple way</p>";"<p>its good in way of seeing this app</p>";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;2020-05-12 18:08:56;;"";1;2;6;"";13;"";2;4;4;4;4;1;1;"";0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;"";3;3;3;3;;;;;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;4;1;5;3;2;3;1;1;2;2;4;2;4;3;4;2;2;2;3;3;4;1;5;1;5;1;5;2;5;1;5;1;5;2;5;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 18:01:57;2020-05-12 17:49:54;722,293;"";1;2;7;"";9;"";5;5;5;4;4;1;2;"";0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;"";5;5;4;5;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;5;4;5;5;5;4;4;5;4;5;5;4;4;4;5;5;4;5;5;4;5;5;4;4;4;5;4;5;4;4;5;4;4;5;5;4;5;4;4;5;5;1;"<p>??????strong</p>";1;"<p>body</p>";"<p>interface 2</p>";"<p>interface 1</p>";"<p>interface 3</p>";"<p>interface 2</p>";5;4;5;"<p>agree</p>";"<p>strong</p>";"<p>optional</p>";0;0;0;1;0
;2020-05-12 18:30:42;;"";1;2;6;"";13;"";5;4;4;3;5;1;1;"";1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;"";4;3;4;5;;;;;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-13 00:55:12;2020-05-13 00:43:22;709,463;"";2;2;4;"";10;"Freelance";1;5;4;5;4;1;1;"";0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;"";4;1;5;5;;;;;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;5;1;4;2;4;1;5;1;4;1;5;5;1;5;1;5;1;5;1;5;1;5;1;5;3;5;1;5;1;5;1;5;1;5;1;5;1;5;2;5;3;"<p>It compares the song and playlist. It shows in graph what is so closely related between the 2</p>";1;"<p>There wasn&#39;t much of an explanation</p>";"<p>I like when they compared the 2.&nbsp;</p><p>I don&#39;t like that they based it on such a small portion of all of the factors</p>";"<p>none</p>";"<p>not for me</p>";"<p>I wouldn&#39;t want this</p>";5;4;5;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 17:51:08;2020-05-12 17:39:38;689,933;"";1;2;4;"";10;"Cashier";2;4;4;5;5;1;3;"";1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;"";3;5;3;2;;;;;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;2;3;3;3;2;2;3;3;4;4;2;3;3;2;2;4;3;5;2;3;2;4;2;2;1;3;2;2;2;4;3;4;2;2;2;4;1;4;2;2;2;1;"<p>Because it mostly what i&#39;m used too. I do not like all the extra information about the songs. its just too hectic and overbearing.</p>";3;"<p>I dont like the look of it and i feel that it is just too much information.</p>";"<p>I like the basic recommendations. Its easy to understand. I dont like the more detailed ones because they are just too complicated.</p>";"<p>N/A</p>";"<p>No</p>";"<p>I just feel that it is kind of too much really...</p>";5;5;1;"<p>No</p>";"<p>No</p>";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 17:50:26;2020-05-12 17:39:14;671,523;"";2;3;8;"";13;"";2;4;3;3;3;2;3;"";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;3;4;2;4;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;3;4;2;3;3;4;2;3;2;3;2;3;4;3;4;2;4;2;4;2;4;2;4;2;4;3;4;3;5;2;5;2;5;2;5;2;5;2;2;2;5;3;"<p>Its graphic comparisons.</p>";1;"<p>No quantitative measure.</p>";"<p>graphic presentation.</p>";"<p>no</p>";"<p>yes</p>";"<p>it is a subjective assessment.</p>";4;4;4;"<p>No.</p>";"<p>No</p>";"<p>No</p>";0;0;0;1;0
2020-05-12 18:01:45;2020-05-12 17:49:56;709,554;"";2;5;8;"";11;"";1;4;5;5;5;2;1;"";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;"";;;;;4;4;4;4;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;3;1;1;1;3;3;1;3;3;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;"<p>It is every easy to understand&nbsp;</p>";1;"<p>A little bit difficult&nbsp;</p>";"<p>It is every easy to understand&nbsp;</p>";"<p>No</p>";"<p>NO</p>";"<p>No</p>";3;5;3;"<p>No</p>";"<p>No</p>";"<p>No</p>";0;0;0;1;0
;2020-05-12 22:30:33;;"";2;2;2;"";6;"";2;5;5;5;4;1;1;"";0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;"";5;4;4;4;;;;;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;4;1;5;1;4;2;4;1;4;2;4;4;2;5;1;5;1;5;1;5;1;5;1;5;3;5;2;4;1;4;1;4;1;4;2;4;2;5;2;4;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
;2020-05-14 11:21:07;;"";1;2;4;"";1;"";1;1;1;1;1;1;2;"";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"";1;1;1;1;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 20:06:10;2020-05-12 19:59:02;427,833;"";2;4;6;"";8;"";2;4;5;3;2;1;6;"";1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;"";5;3;2;4;;;;;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;3;2;4;3;4;5;1;2;3;5;2;4;3;1;4;5;4;4;3;4;1;2;5;2;2;3;4;5;4;2;3;2;3;4;5;1;4;3;3;2;5;1;"<p>I like the way of using and it seems easy to me</p>";3;"<p>I didn&#39;t like the design and appearences</p>";"<p>Nothing</p>";"";"<p>Yes very well</p>";"<p>So the playlist show the songs accordingly</p>";3;5;4;"<p>NO</p>";"";"";0;0;0;1;0
;2020-05-12 21:40:52;;"";1;3;6;"";4;"";2;3;4;4;4;1;3;"";0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;"";4;4;3;4;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;4;3;4;3;4;2;4;2;4;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
;2020-05-12 17:42:44;;"";1;3;4;"";3;"";2;4;4;5;4;1;1;"";0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;"contemporary Christian";4;4;3;5;;;;;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 19:49:58;2020-05-12 19:37:17;761,033;"";2;2;6;"";8;"";1;5;5;5;5;1;3;"";0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;"";4;5;5;5;;;;;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;3;4;1;5;1;2;1;4;1;5;1;4;4;3;5;1;5;1;3;1;5;1;1;1;5;3;4;3;5;1;5;1;3;1;4;1;5;5;5;2;5;3;"<p>It has a clearer why interface compared to interface 2.&nbsp; it looks neat and get the job done for me.</p>";1;"<p>Lack of why option in the interface</p>";"<p>I don&#39;t have anything I dislike about it, but I like it&#39;s used of colors in interface 3 and the numbers in interface 2.</p>";"";"<p>yes.&nbsp; It gives info on why the song was picked</p>";"<p>I think it&#39;s great and helpful for everybody.</p>";5;5;4;"<p>Yes, they seem really important now.&nbsp;&nbsp;</p>";"";"";0;0;0;1;0
2020-05-12 20:03:21;2020-05-12 19:53:26;595,123;"";1;3;6;"";8;"";2;4;4;5;4;1;1;"";1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;"";4;4;2;2;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;4;3;3;2;3;2;4;2;4;4;3;2;2;4;2;3;2;2;3;4;4;4;3;4;3;2;4;4;4;3;2;2;4;2;4;2;2;2;1;"<p>It is easy to use and precise.</p>";3;"<p>It is too detailed.</p>";"<p>I like the songs selected based on my playlist and I like the arrangements the least.</p>";"";"<p>No</p>";"<p>I think it is unnecessary.</p>";5;5;4;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 18:52:13;2020-05-12 18:40:53;680,41;"";1;2;6;"";11;"";2;4;3;5;4;1;1;"";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;"";3;2;5;4;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;3;5;3;4;4;5;5;3;3;4;3;3;5;4;4;3;5;3;4;2;4;2;5;4;3;3;3;2;4;3;4;4;3;4;5;5;2;4;2;"<p>3</p>";1;"<p>7</p>";"<p>5</p>";"<p>8</p>";"<p>4</p>";"<p>6</p>";3;5;3;"<p>NO</p>";"<p>GOOD</p>";"<p>NICE STUDY</p>";0;0;0;1;0
2020-05-12 18:26:01;2020-05-12 18:19:21;399,617;"";2;2;7;"";11;"";5;4;4;4;5;1;4;"";0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;"";4;5;4;4;;;;;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;4;5;4;5;5;4;5;4;4;4;4;5;5;5;5;5;5;4;4;5;4;4;4;4;5;4;4;5;4;4;4;4;5;5;5;4;5;4;4;4;4;2;"<p>good</p>";1;"<p>nice</p>";"<p>great</p>";"<p>good</p>";"<p>nice</p>";"<p>good</p>";4;4;5;"<p>good</p>";"<p>great</p>";"<p>nice</p>";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 17:58:20;2020-05-12 17:43:34;885,09;"";1;4;6;"";10;"Broadcasting";2;4;4;5;4;1;3;"";0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;"";2;4;4;4;;;;;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;4;4;1;2;1;4;1;2;2;4;4;4;4;4;1;5;1;5;1;2;2;5;1;5;1;3;1;4;4;1;5;2;5;1;4;2;4;2;4;2;4;3;"<p>It gives an easy visual of why this was recommended based on my current play list. It also lets me know what I might like about the song and its feel. It is pleasing to look at and useful info.&nbsp;</p>";2;"<p>This interface was overly complicated to look at. I had no idea what I was looking at or why it was necessarily relevant.&nbsp;</p>";"<p>I like that they all give recommendations that seem to fit with what I am listening to. I would rather have 1 or 3 to look at as they are the easiest to comprehend and are the most attractive. I really don&#39;t like the look of 2 at all. It was unattractive and difficult to interpret.</p>";"<p>I would put the top reasons and matches at the top of the list on 3. It would make it so that it is apparent what is the most likely reason the son was recommended.&nbsp;</p>";"<p>In 3 they were helpful because they easily compared it to the playlist that I was cuurently listening to. The 2nd one was not very helpful as it took too much thought to understand.</p>";"<p>I like the idea as long as it is presented in an easy to read and understand format.</p>";4;4;3;"<p>I think that they are moderately important. It helps me to discover new music that I may like to listen to, but it not overly necessary.</p>";"";"";0;0;0;1;0
2020-05-12 18:36:14;2020-05-12 18:16:18;1195,69;"";1;3;6;"";6;"";4;3;4;5;4;1;6;"";0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;"";3;4;5;4;;;;;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4;3;4;4;5;4;5;5;4;3;3;3;4;4;5;3;3;4;4;3;4;5;4;4;3;3;4;5;4;5;3;3;5;3;3;5;4;3;4;2;4;3;"<p>Attractive interface</p>";1;"<p>classic look</p>";"<p>clean interface</p>";"";"<p>it reflects my feelings</p>";"<p>it is suitable for my mood</p>";4;3;4;"<p>it reflects my preferences</p>";"";"";0;0;0;1;0
;2020-05-12 19:17:50;;"";1;4;6;"";13;"";3;3;3;3;3;1;3;"";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"";3;3;3;3;;;;;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;1;"";2;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
2020-05-12 19:25:47;2020-05-12 19:07:44;1083,337;"";1;3;6;"";13;"";3;4;3;4;3;2;1;"";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;"";;;;;4;4;3;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;3;2;1;2;1;2;4;3;3;3;2;3;3;3;4;3;4;2;4;1;4;2;3;1;4;3;4;3;4;2;4;2;4;2;4;2;4;2;4;2;4;2;"<p>Because it gives precise comparisons between the songs.</p>";1;"<p>It does not give any explanation for the recommended songs.</p>";"<p>I like how you can choose to view the reason for the recommendation on interfaces 2 and 3.</p>";"<p>No comments.</p>";"<p>Yes</p>";"<p>I think it&#39;s a good idea depending on how a person is feeling at any moment in time.</p>";4;5;4;"<p>No</p>";"<p>No</p>";"<p>Interesting survey.&nbsp; Thank you for the opportunity.</p>";0;0;0;1;0
2020-05-12 17:53:24;2020-05-12 17:43:10;613,586;"";1;2;4;"";8;"";1;5;5;5;5;1;2;"";0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;"";5;5;3;3;;;;;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;5;5;1;5;1;5;1;5;1;5;1;5;5;5;1;5;1;5;5;1;1;5;1;5;1;3;1;5;5;1;5;1;5;1;5;1;5;1;5;2;5;3;"<p>I like interface 3 the most because it gives detailed information in an easy to read layout that is graphically pleasing.&nbsp;</p>";2;"<p>The white box pop up with statistical information is off-putting to me and distracts from the application itself.&nbsp;</p>";"<p>I like how they compared many different attributes to provide a comparison score for the user. I dislike how bulky interface 2 seems with the additional pop-out.&nbsp;</p>";"<p>I would try to find a way to incorporate interface 2 into a similar format as interface 3, I think the numerical values can help some people but as it stands its distracting.&nbsp;</p>";"<p>They were helpful because there are times I use music to pull myself out of a bad mood or relax myself during times of stress, the last thing I need during these times is to listen to something and get overtly aggressive because of it.&nbsp;</p>";"<p>I would absolutely love to use moods for music recommendations.&nbsp;</p>";5;5;3;"<p>No, my opinion has not changed.&nbsp;</p>";"";"";0;0;0;1;0
2020-05-12 17:53:03;2020-05-12 17:38:13;890,687;"";1;5;6;"";8;"";5;4;4;3;2;1;1;"";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;"";3;4;5;4;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;4;4;3;4;5;2;5;2;4;5;3;3;2;3;5;5;4;4;4;3;4;5;3;5;4;4;2;4;5;5;3;4;1;5;2;2;2;5;1;"<p>easy to choose</p>";2;"<p>confused</p>";"<p>recommended</p>";"<p>super</p>";"<p>yes</p>";"<p>nice one</p>";4;5;3;"<p>recommended</p>";"<p>music applications</p>";"<p>nice one</p>";0;0;0;1;0
2020-05-12 17:56:22;2020-05-12 17:47:01;560,754;"";2;4;7;"";8;"";1;4;3;3;4;1;1;"";0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;"";4;4;3;5;;;;;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;4;4;2;3;2;2;4;3;2;3;3;3;2;4;3;2;3;2;4;2;3;1;3;2;3;3;3;4;4;1;4;2;4;1;4;1;4;2;4;2;4;3;"<p>I like the visual comparison with the bar graphs the best, as it is much easier to quickly see at a glance the similarity, vs reading percentages like interface 2.&nbsp; Interface 1 doesn&#39;t really provide anything at all.&nbsp;</p>";1;"<p>It doesn&#39;t tell you anything really.&nbsp;</p>";"<p>I like that it breaks down the aspect of the songs and helps me to better understand why I like the songs that I do.&nbsp;</p>";"<p>Not to 3, I like it.&nbsp;</p>";"<p>I think so, I often listen to music based on either the mood I am in or the mood I want to be in.&nbsp;</p>";"<p>I like it a lot.&nbsp;</p>";5;5;4;"<p>Not really.&nbsp;</p>";"";"<p>Good luck with your research!</p>";0;0;0;1;0
2020-05-12 18:39:30;2020-05-12 18:28:28;661,343;"";2;2;4;"";6;"";1;5;5;5;5;1;6;"";0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;"";4;2;4;4;;;;;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2;4;2;4;2;4;2;4;2;3;1;4;4;2;2;3;4;4;4;2;4;2;2;4;4;3;3;2;4;2;4;3;4;1;4;2;3;1;4;2;5;3;"<p>While I like interface 1 the most, it does seem that is caused by familiarity to other recommender apps I have used. Interface 3 offers a new spectrum into recommendations and does so in a more aesthetical way than interface 2.</p>";3;"<p>It offers a new spectrum on how to interpret a recommendation and presents it in a pleasing way.</p>";"<p>Coincidentally what I like most and least is the same; the level of detail in the information provided. For myself personally I truly enjoy the more in depth analysis which helps provide recommendations more based on a mood or nature of a song. When thinking about it in general for the masses, I could see that level of detail being a bit much for many users.</p>";"<p>N/A</p>";"<p>Yes I think they are incredibly unique and very interesting.</p>";"<p>I am very intrigued and interested to see this interface rollout.</p>";5;5;5;"<p>My opinion has not changed as music recommendations are always important in expanding my lineup.</p>";"<p>N/A</p>";"";0;0;0;1;0
2020-05-12 21:30:46;2020-05-12 21:23:48;418,207;"";2;2;6;"";4;"";2;5;4;4;2;1;2;"";0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;"";4;5;3;4;;;;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;4;5;3;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;5;3;2;3;4;4;3;3;3;3;4;4;4;3;3;2;"<p>i like it</p>";2;"<p>bad</p>";"<p>nothing</p>";"";"<p>know</p>";"<p>sorry</p>";4;3;2;"<p>easy to use</p>";"";"";0;0;0;1;0
;;;"";;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
2020-05-12 17:49:38;2020-05-12 17:42:43;414,847;"";2;2;6;"";8;"";4;3;4;4;3;1;1;"";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"";3;4;3;4;;;;;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;3;4;4;4;3;3;3;4;3;4;4;3;4;4;3;3;3;4;2;3;4;2;2;3;3;3;4;3;4;3;4;3;3;3;4;3;2;3;4;4;3;"<p>user friendly</p>";1;"<p>low efficiency</p>";"<p>easy to use&nbsp;</p>";"";"<p>very helpful</p>";"<p>extremely helpful&nbsp;</p>";3;4;4;"<p>no</p>";"";"";0;0;0;1;0
2020-05-12 19:36:58;2020-05-12 19:26:48;610,443;"";1;2;7;"";6;"";4;4;4;3;3;2;1;"";0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;"";;;;;4;4;3;4;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;4;3;3;4;4;4;4;2;4;4;3;3;2;3;3;3;4;4;4;3;4;2;2;3;3;3;3;3;4;3;3;3;4;3;3;4;3;4;2;4;1;"<p>I felt like it had the proper mixture of recommendations comparing the other two</p>";2;"<p>It was completely unorganised</p>";"<p>Only the voice over in the video if it was audible</p>";"";"<p>Sort of, Yes.</p>";"<p>Consideration may be done&nbsp;</p>";4;4;3;"<p>No</p>";"";"";0;0;0;1;0
2020-05-12 18:24:33;2020-05-12 18:07:40;1012,846;"";2;3;6;"";13;"";3;4;2;2;5;1;2;"";1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;"";5;4;4;4;;;;;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4;5;4;4;5;1;1;2;4;1;2;4;2;1;2;1;4;5;1;3;5;1;5;2;1;3;1;5;3;2;2;4;5;2;4;5;4;4;4;1;1;1;"<p>The song recommendation&nbsp;interface flow with the UI of the whole App</p>";2;"<p>there is no communication between the interface</p>";"<p>I like that some of the recommendations show the state of mind&nbsp;each listener.</p>";"<p>I would definitely change the interface of option 2 to all black.</p>";"<p>In a way, Yes.</p>";"<p>It is a&nbsp;good way to recommend music to people.</p>";5;4;3;"<p>NO</p>";"";"<p>no comment</p>";0;0;0;1;0
